order,field,crop_type,crop_image,soil_moisture_num,soil_moisture_desc,si_num,si_desc,report,preview
32,Meza,Tomato,https://i.imgur.com/yqTglkD.png,18.046042000000007,Very Low Moisture,0.0,Optimum,,
